text,true_label,true_label_name,predicted_label,predicted_label_name
What is leukemia ?,2,DESC,0,ABBR
Where did Howard Hughes die ?,4,LOC,0,ABBR
What is the birthstone for June ?,1,ENTY,0,ABBR
What is the sales tax in Minnesota ?,1,ENTY,0,ABBR
What is the distance in miles from the earth to the sun ?,5,NUM,0,ABBR
What is the average life span for a chicken ?,5,NUM,0,ABBR
When was the first Wal-Mart store opened ?,5,NUM,0,ABBR
What is relative humidity ?,2,DESC,0,ABBR
What city has the zip code of 35824 ?,4,LOC,0,ABBR
What currency is used in Algeria ?,1,ENTY,0,ABBR
Who invented the hula hoop ?,3,HUM,0,ABBR
What was the most popular toy in 1957 ?,1,ENTY,0,ABBR
What is pastrami made of ?,1,ENTY,0,ABBR
What is the name of the satellite that the Soviet Union sent into space in 1957 ?,1,ENTY,0,ABBR
What city 's newspaper is called `` The Enquirer '' ?,4,LOC,0,ABBR
Who invented the slinky ?,3,HUM,0,ABBR
What are the animals that don 't have backbones called ?,1,ENTY,0,ABBR
What is the melting point of copper ?,5,NUM,0,ABBR
Where is the volcano Olympus Mons located ?,4,LOC,0,ABBR
Who was the 23rd president of the United States ?,3,HUM,0,ABBR
What is the average body temperature ?,5,NUM,0,ABBR
What does a defibrillator do ?,2,DESC,0,ABBR
What is the effect of acid rain ?,2,DESC,0,ABBR
What year did the United States abolish the draft ?,5,NUM,0,ABBR
How fast is the speed of light ?,5,NUM,0,ABBR
What province is Montreal in ?,4,LOC,0,ABBR
What New York City structure is also known as the Twin Towers ?,4,LOC,0,ABBR
What is fungus ?,2,DESC,0,ABBR
What is the most frequently spoken language in the Netherlands ?,1,ENTY,0,ABBR
What is sodium chloride ?,2,DESC,0,ABBR
What are the spots on dominoes called ?,1,ENTY,0,ABBR
How many pounds in a ton ?,5,NUM,0,ABBR
What is influenza ?,2,DESC,0,ABBR
What is ozone depletion ?,2,DESC,0,ABBR
What year was the Mona Lisa painted ?,5,NUM,0,ABBR
What does `` Sitting Shiva '' mean ?,2,DESC,0,ABBR
"What is the electrical output in Madrid , Spain ?",1,ENTY,0,ABBR
Which mountain range in North America stretches from Maine to Georgia ?,4,LOC,0,ABBR
What is plastic made of ?,1,ENTY,0,ABBR
What is the population of Nigeria ?,5,NUM,0,ABBR
What does your spleen do ?,2,DESC,0,ABBR
Where is the Grand Canyon ?,4,LOC,0,ABBR
Who invented the telephone ?,3,HUM,0,ABBR
What year did the U.S. buy Alaska ?,5,NUM,0,ABBR
What is the name of the leader of Ireland ?,3,HUM,0,ABBR
What is phenylalanine ?,2,DESC,0,ABBR
How many gallons of water are there in a cubic foot ?,5,NUM,0,ABBR
What are the two houses of the Legislative branch ?,1,ENTY,0,ABBR
What is sonar ?,2,DESC,0,ABBR
"In Poland , where do most people live ?",4,LOC,0,ABBR
What is phosphorus ?,2,DESC,0,ABBR
What is the location of the Sea of Tranquility ?,4,LOC,0,ABBR
How fast is sound ?,5,NUM,0,ABBR
What French province is cognac produced in ?,4,LOC,0,ABBR
What is Valentine 's Day ?,2,DESC,0,ABBR
What causes gray hair ?,2,DESC,0,ABBR
What is hypertension ?,2,DESC,0,ABBR
What is bandwidth ?,2,DESC,0,ABBR
What is the longest suspension bridge in the U.S. ?,4,LOC,0,ABBR
What is a parasite ?,2,DESC,0,ABBR
What is home equity ?,2,DESC,0,ABBR
What do meteorologists do ?,2,DESC,0,ABBR
What is the criterion for being legally blind ?,1,ENTY,0,ABBR
Who is the tallest man in the world ?,3,HUM,0,ABBR
What are the twin cities ?,4,LOC,0,ABBR
What did Edward Binney and Howard Smith invent in 1903 ?,1,ENTY,0,ABBR
What is the statue of liberty made of ?,1,ENTY,0,ABBR
What is pilates ?,2,DESC,0,ABBR
What planet is known as the `` red '' planet ?,4,LOC,0,ABBR
What is the depth of the Nile river ?,5,NUM,0,ABBR
What is the colorful Korean traditional dress called ?,1,ENTY,0,ABBR
What is Mardi Gras ?,2,DESC,0,ABBR
Mexican pesos are worth what in U.S. dollars ?,5,NUM,0,ABBR
Who was the first African American to play for the Brooklyn Dodgers ?,3,HUM,0,ABBR
Who was the first Prime Minister of Canada ?,3,HUM,0,ABBR
How many Admirals are there in the U.S. Navy ?,5,NUM,0,ABBR
What instrument did Glenn Miller play ?,1,ENTY,0,ABBR
How old was Joan of Arc when she died ?,5,NUM,0,ABBR
What does the word fortnight mean ?,2,DESC,0,ABBR
What is dianetics ?,2,DESC,0,ABBR
What is the capital of Ethiopia ?,4,LOC,0,ABBR
For how long is an elephant pregnant ?,5,NUM,0,ABBR
How did Janice Joplin die ?,2,DESC,0,ABBR
What is the primary language in Iceland ?,1,ENTY,0,ABBR
What is the difference between AM radio stations and FM radio stations ?,2,DESC,0,ABBR
What is osteoporosis ?,2,DESC,0,ABBR
Who was the first woman governor in the U.S. ?,3,HUM,0,ABBR
What is peyote ?,2,DESC,0,ABBR
What is the esophagus used for ?,2,DESC,0,ABBR
What is viscosity ?,2,DESC,0,ABBR
What year did Oklahoma become a state ?,5,NUM,0,ABBR
What is the abbreviation for Texas ?,0,ABBR,0,ABBR
What is a mirror made out of ?,1,ENTY,0,ABBR
Where on the body is a mortarboard worn ?,4,LOC,0,ABBR
What was J.F.K. 's wife 's name ?,3,HUM,0,ABBR
What does I.V. stand for ?,0,ABBR,0,ABBR
What is the chunnel ?,2,DESC,0,ABBR
Where is Hitler buried ?,4,LOC,0,ABBR
What are antacids ?,2,DESC,0,ABBR
What is pulmonary fibrosis ?,2,DESC,0,ABBR
What are Quaaludes ?,2,DESC,0,ABBR
What is naproxen ?,2,DESC,0,ABBR
What is strep throat ?,2,DESC,0,ABBR
What is the largest city in the U.S. ?,4,LOC,0,ABBR
What is foot and mouth disease ?,1,ENTY,0,ABBR
What is the life expectancy of a dollar bill ?,5,NUM,0,ABBR
What do you call a professional map drawer ?,1,ENTY,0,ABBR
What are Aborigines ?,2,DESC,0,ABBR
What is hybridization ?,2,DESC,0,ABBR
What color is indigo ?,1,ENTY,0,ABBR
How old do you have to be in order to rent a car in Italy ?,5,NUM,0,ABBR
What does a barometer measure ?,1,ENTY,0,ABBR
What color is a giraffe 's tongue ?,1,ENTY,0,ABBR
What does USPS stand for ?,0,ABBR,0,ABBR
What year did the NFL go on strike ?,5,NUM,0,ABBR
What is solar wind ?,2,DESC,0,ABBR
What date did Neil Armstrong land on the moon ?,5,NUM,0,ABBR
When was Hiroshima bombed ?,5,NUM,0,ABBR
Where is the Savannah River ?,4,LOC,0,ABBR
Who was the first woman killed in the Vietnam War ?,3,HUM,0,ABBR
What planet has the strongest magnetic field of all the planets ?,4,LOC,0,ABBR
Who is the governor of Alaska ?,3,HUM,0,ABBR
What year did Mussolini seize power in Italy ?,5,NUM,0,ABBR
What is the capital of Persia ?,4,LOC,0,ABBR
Where is the Eiffel Tower ?,4,LOC,0,ABBR
How many hearts does an octopus have ?,5,NUM,0,ABBR
What is pneumonia ?,2,DESC,0,ABBR
What is the deepest lake in the US ?,4,LOC,0,ABBR
What is a fuel cell ?,2,DESC,0,ABBR
Who was the first U.S. president to appear on TV ?,3,HUM,0,ABBR
Where is the Little League Museum ?,4,LOC,0,ABBR
What are the two types of twins ?,1,ENTY,0,ABBR
What is the brightest star ?,4,LOC,0,ABBR
What is diabetes ?,2,DESC,0,ABBR
When was President Kennedy shot ?,5,NUM,0,ABBR
What is TMJ ?,0,ABBR,0,ABBR
What color is yak milk ?,1,ENTY,0,ABBR
What date was Dwight D. Eisenhower born ?,5,NUM,0,ABBR
What does the technical term ISDN mean ?,0,ABBR,0,ABBR
Why is the sun yellow ?,2,DESC,0,ABBR
What is the conversion rate between dollars and pounds ?,5,NUM,0,ABBR
When was Abraham Lincoln born ?,5,NUM,0,ABBR
What is the Milky Way ?,2,DESC,0,ABBR
What is mold ?,2,DESC,0,ABBR
What year was Mozart born ?,5,NUM,0,ABBR
What is a group of frogs called ?,1,ENTY,0,ABBR
What is the name of William Penn 's ship ?,1,ENTY,0,ABBR
What is the melting point of gold ?,5,NUM,0,ABBR
What is the street address of the White House ?,4,LOC,0,ABBR
What is semolina ?,2,DESC,0,ABBR
What fruit is Melba sauce made from ?,1,ENTY,0,ABBR
What is Ursa Major ?,2,DESC,0,ABBR
What is the percentage of water content in the human body ?,5,NUM,0,ABBR
How much does water weigh ?,5,NUM,0,ABBR
What was President Lyndon Johnson 's reform program called ?,1,ENTY,0,ABBR
"What is the murder rate in Windsor , Ontario ?",5,NUM,0,ABBR
Who is the only president to serve 2 non-consecutive terms ?,3,HUM,0,ABBR
What is the population of Australia ?,5,NUM,0,ABBR
Who painted the ceiling of the Sistine Chapel ?,3,HUM,0,ABBR
Name a stimulant .,1,ENTY,0,ABBR
What is the effect of volcanoes on the climate ?,2,DESC,0,ABBR
What year did the Andy Griffith show begin ?,5,NUM,0,ABBR
What is acid rain ?,2,DESC,0,ABBR
What is the date of Mexico 's independence ?,5,NUM,0,ABBR
What is the location of Lake Champlain ?,4,LOC,0,ABBR
What is the Illinois state flower ?,1,ENTY,0,ABBR
What is Maryland 's state bird ?,1,ENTY,0,ABBR
What is quicksilver ?,2,DESC,0,ABBR
Who wrote `` The Divine Comedy '' ?,3,HUM,0,ABBR
What is the speed of light ?,5,NUM,0,ABBR
What is the width of a football field ?,5,NUM,0,ABBR
Why in tennis are zero points called love ?,2,DESC,0,ABBR
What kind of dog was Toto in the Wizard of Oz ?,1,ENTY,0,ABBR
What is a thyroid ?,2,DESC,0,ABBR
What does ciao mean ?,2,DESC,0,ABBR
What is the only artery that carries blue blood from the heart to the lungs ?,1,ENTY,0,ABBR
How often does Old Faithful erupt at Yellowstone National Park ?,5,NUM,0,ABBR
What is acetic acid ?,2,DESC,0,ABBR
"What is the elevation of St. Louis , MO ?",5,NUM,0,ABBR
What color does litmus paper turn when it comes into contact with a strong acid ?,1,ENTY,0,ABBR
What are the colors of the German flag ?,1,ENTY,0,ABBR
What is the Moulin Rouge ?,2,DESC,0,ABBR
What soviet seaport is on the Black Sea ?,4,LOC,0,ABBR
What is the atomic weight of silver ?,5,NUM,0,ABBR
What currency do they use in Brazil ?,1,ENTY,0,ABBR
What are pathogens ?,2,DESC,0,ABBR
What is mad cow disease ?,2,DESC,0,ABBR
Name a food high in zinc .,1,ENTY,0,ABBR
When did North Carolina enter the union ?,5,NUM,0,ABBR
Where do apple snails live ?,4,LOC,0,ABBR
What are ethics ?,2,DESC,0,ABBR
What does CPR stand for ?,0,ABBR,0,ABBR
What is an annuity ?,2,DESC,0,ABBR
Who killed John F. Kennedy ?,3,HUM,0,ABBR
Who was the first vice president of the U.S. ?,3,HUM,0,ABBR
What birthstone is turquoise ?,1,ENTY,0,ABBR
Who was the first US President to ride in an automobile to his inauguration ?,3,HUM,0,ABBR
How old was the youngest president of the United States ?,5,NUM,0,ABBR
When was Ulysses S. Grant born ?,5,NUM,0,ABBR
What is Muscular Dystrophy ?,2,DESC,0,ABBR
Who lived in the Neuschwanstein castle ?,3,HUM,0,ABBR
What is propylene glycol ?,2,DESC,0,ABBR
What is a panic disorder ?,2,DESC,0,ABBR
Who invented the instant Polaroid camera ?,3,HUM,0,ABBR
What is a carcinogen ?,2,DESC,0,ABBR
What is a baby lion called ?,1,ENTY,0,ABBR
What is the world 's population ?,5,NUM,0,ABBR
What is nepotism ?,2,DESC,0,ABBR
What is die-casting ?,2,DESC,0,ABBR
What is myopia ?,2,DESC,0,ABBR
What is the sales tax rate in New York ?,5,NUM,0,ABBR
Developing nations comprise what percentage of the world 's population ?,5,NUM,0,ABBR
What is the fourth highest mountain in the world ?,4,LOC,0,ABBR
What is Shakespeare 's nickname ?,3,HUM,0,ABBR
What is the heaviest naturally occurring element ?,1,ENTY,0,ABBR
When is Father 's Day ?,5,NUM,0,ABBR
What does the acronym NASA stand for ?,0,ABBR,0,ABBR
How long is the Columbia River in miles ?,5,NUM,0,ABBR
What city 's newspaper is called `` The Star '' ?,4,LOC,0,ABBR
What is carbon dioxide ?,2,DESC,0,ABBR
Where is the Mason/Dixon line ?,4,LOC,0,ABBR
When was the Boston tea party ?,5,NUM,0,ABBR
What is metabolism ?,2,DESC,0,ABBR
Which U.S.A. president appeared on `` Laugh-In '' ?,3,HUM,0,ABBR
What are cigarettes made of ?,1,ENTY,0,ABBR
What is the capital of Zimbabwe ?,4,LOC,0,ABBR
What does NASA stand for ?,0,ABBR,0,ABBR
What is the state flower of Michigan ?,1,ENTY,0,ABBR
What are semiconductors ?,2,DESC,0,ABBR
What is nuclear power ?,2,DESC,0,ABBR
What is a tsunami ?,2,DESC,0,ABBR
Who is the congressman from state of Texas on the armed forces committee ?,3,HUM,0,ABBR
Who was president in 1913 ?,3,HUM,0,ABBR
When was the first kidney transplant ?,5,NUM,0,ABBR
What are Canada 's two territories ?,4,LOC,0,ABBR
What was the name of the plane Lindbergh flew solo across the Atlantic ?,1,ENTY,0,ABBR
What is genocide ?,2,DESC,0,ABBR
What continent is Argentina on ?,4,LOC,0,ABBR
What monastery was raided by Vikings in the late eighth century ?,1,ENTY,0,ABBR
What is an earthquake ?,2,DESC,0,ABBR
Where is the tallest roller coaster located ?,4,LOC,0,ABBR
What are enzymes ?,2,DESC,0,ABBR
Who discovered oxygen ?,3,HUM,0,ABBR
What is bangers and mash ?,2,DESC,0,ABBR
What is the name given to the Tiger at Louisiana State University ?,1,ENTY,0,ABBR
Where are the British crown jewels kept ?,4,LOC,0,ABBR
Who was the first person to reach the North Pole ?,3,HUM,0,ABBR
What is an ulcer ?,2,DESC,0,ABBR
What is vertigo ?,2,DESC,0,ABBR
What is the spirometer test ?,2,DESC,0,ABBR
When is the official first day of summer ?,5,NUM,0,ABBR
What does the abbreviation SOS mean ?,0,ABBR,0,ABBR
What is the smallest bird in Britain ?,1,ENTY,0,ABBR
Who invented Trivial Pursuit ?,3,HUM,0,ABBR
What gasses are in the troposphere ?,1,ENTY,0,ABBR
Which country has the most water pollution ?,4,LOC,0,ABBR
What is the scientific name for elephant ?,1,ENTY,0,ABBR
Who is the actress known for her role in the movie `` Gypsy '' ?,3,HUM,0,ABBR
What breed of hunting dog did the Beverly Hillbillies own ?,1,ENTY,0,ABBR
What is the rainiest place on Earth ?,4,LOC,0,ABBR
Who was the first African American to win the Nobel Prize in literature ?,3,HUM,0,ABBR
When is St. Patrick 's Day ?,5,NUM,0,ABBR
What was FDR 's dog 's name ?,1,ENTY,0,ABBR
What colors need to be mixed to get the color pink ?,1,ENTY,0,ABBR
What is the most popular sport in Japan ?,1,ENTY,0,ABBR
What is the active ingredient in baking soda ?,1,ENTY,0,ABBR
When was Thomas Jefferson born ?,5,NUM,0,ABBR
How cold should a refrigerator be ?,5,NUM,0,ABBR
When was the telephone invented ?,5,NUM,0,ABBR
What is the most common eye color ?,1,ENTY,0,ABBR
Where was the first golf course in the United States ?,4,LOC,0,ABBR
What is schizophrenia ?,2,DESC,0,ABBR
What is angiotensin ?,2,DESC,0,ABBR
What did Jesse Jackson organize ?,3,HUM,0,ABBR
What is New York 's state bird ?,1,ENTY,0,ABBR
What is the National Park in Utah ?,4,LOC,0,ABBR
What is Susan B. Anthony 's birthday ?,5,NUM,0,ABBR
In which state would you find the Catskill Mountains ?,4,LOC,0,ABBR
What do you call a word that is spelled the same backwards and forwards ?,1,ENTY,0,ABBR
What are pediatricians ?,2,DESC,0,ABBR
"What chain store is headquartered in Bentonville , Arkansas ?",3,HUM,0,ABBR
What are solar cells ?,2,DESC,0,ABBR
What is compounded interest ?,2,DESC,0,ABBR
What are capers ?,2,DESC,0,ABBR
What is an antigen ?,2,DESC,0,ABBR
What currency does Luxembourg use ?,1,ENTY,0,ABBR
What is the population of Venezuela ?,5,NUM,0,ABBR
What type of polymer is used for bulletproof vests ?,1,ENTY,0,ABBR
What currency does Argentina use ?,1,ENTY,0,ABBR
What is a thermometer ?,2,DESC,0,ABBR
What Canadian city has the largest population ?,4,LOC,0,ABBR
What color are crickets ?,1,ENTY,0,ABBR
Which country gave New York the Statue of Liberty ?,4,LOC,0,ABBR
What was the name of the first U.S. satellite sent into space ?,1,ENTY,0,ABBR
What precious stone is a form of pure carbon ?,1,ENTY,0,ABBR
What kind of gas is in a fluorescent bulb ?,1,ENTY,0,ABBR
What is rheumatoid arthritis ?,2,DESC,0,ABBR
"What river runs through Rowe , Italy ?",4,LOC,0,ABBR
What is cerebral palsy ?,2,DESC,0,ABBR
What city is also known as `` The Gateway to the West '' ?,4,LOC,0,ABBR
How far away is the moon ?,5,NUM,0,ABBR
What is the source of natural gas ?,1,ENTY,0,ABBR
In what spacecraft did U.S. astronaut Alan Shepard make his historic 1961 flight ?,1,ENTY,0,ABBR
What is pectin ?,2,DESC,0,ABBR
What is bio-diversity ?,2,DESC,0,ABBR
What 's the easiest way to remove wallpaper ?,1,ENTY,0,ABBR
What year did the Titanic start on its journey ?,5,NUM,0,ABBR
How much of an apple is water ?,5,NUM,0,ABBR
Who was the 22nd President of the US ?,3,HUM,0,ABBR
What is the money they use in Zambia ?,1,ENTY,0,ABBR
How many feet in a mile ?,5,NUM,0,ABBR
What is the birthstone of October ?,1,ENTY,0,ABBR
What is e-coli ?,2,DESC,0,ABBR
